Protein,Desert_1,Cold_Montane_1,Cool_Montane_1,Desert_2,Cold_Montane_2,Desert_3,Cool_Montane_2,Cool_Montane_3,Desert_4,Cold_Montane_3,Desert_5,Cool_Montane_4,Desert_6,Desert_7,Cold_Montane_4,Desert_8,Cool_Montane_5,Cool_Montane_6,Desert_15,Cold_Montane_5,Desert_9,Cool_Montane_7,Cool_Montane_8,Desert_10,Cool_Montane_9,Cold_Montane_6,Cool_Montane_10,Desert_11,Cold_Montane_10,Cold_Montane_7,Cold_Montane_8,Cool_Montane_11,Desert_12,Cold_Montane_9,Cold_Montane_14,Cool_Montane_12,Desert_13,Cold_Montane_11,Cold_Montane_12,Cool_Montane_13,Desert_14,Cold_Montane_13
XP_021468873.1,9.551188871,9.416452469,9.459108809,9.186166833,9.195402827,9.598099855,9.260629926,8.761031669,8.875572637,9.151544674,9.51536518,9.249312214,8.729571558,9.225607386,8.749867685,9.438035123,9.629642617,9.367414473,8.930965647,8.553425034,9.405363263,9.844863711,9.558435883,9.315233571,9.815177596,8.285720206,9.459864297,8.941444001,8.424362056,8.863383705,8.629469815,9.126673393,9.395882017,8.659260036,8.739726558,9.528782534,8.90295165,9.339175914,9.053694388,9.534012535,8.44001265,9.069907468
XP_021469103.1,9.723357337,9.77679463,10.4162786,9.870885962,10.21355669,9.856824316,9.771439741,9.866551187,10.30592875,10.19343786,9.913459403,10.24360438,10.02258353,9.35586406,10.35416134,9.36691078,10.52899016,10.20642708,9.792082435,10.47334715,9.591330901,10.08900221,10.28554862,10.05111779,10.350689,10.55395061,10.55737525,9.795754192,10.15583064,10.28652568,10.139425,11.08765409,9.844351638,10.18304255,10.01617881,10.0556746,10.09660573,9.88019048,10.57326878,10.48511205,9.636513094,9.916362606
XP_021469381.2,9.64628119,8.650740884,8.709251942,8.760548896,8.157096094,8.91865141,8.940155897,9.010023242,7.462266815,7.786851088,8.368141653,8.765811493,8.056320045,10.00978956,7.628909045,8.006512608,8.850663427,8.062350205,7.568509897,7.111786971,9.356321032,8.211446329,8.50896481,9.276908117,8.924153136,6.925291127,8.415627325,9.078646026,6.826607258,6.199484783,6.39759667,7.372785002,8.911022062,7.261270773,8.415923046,9.440646063,7.855639218,5.808896966,7.649204046,8.694253001,9.5164226,8.308995767
XP_021469521.1,6.017095124,7.191816479,6.274660667,6.314874295,6.957155647,4.891994922,6.470416191,6.142566648,6.454998349,7.489290777,6.345323591,6.979706272,6.326101522,5.880431115,7.470128315,6.138753572,6.725048765,7.083531251,6.35932576,7.14356447,6.608551528,4.891994922,6.307253446,6.447862251,6.112215673,7.381655367,6.564133499,6.003059846,7.658754746,7.682611773,7.635416589,6.824581843,6.190162589,7.197553035,7.569819677,6.02722361,6.638870056,7.040114124,6.185393604,6.407716864,6.401565772,6.822679643
XP_021471969.2,5.591690169,4.891994922,5.474356434,6.181387335,4.891994922,5.129198225,5.202031997,5.531786397,5.957312606,5.171491217,5.409057335,5.638085178,5.82069291,5.952493664,5.804862356,5.582764752,5.406667182,5.75279105,6.08433237,5.785804215,6.226638807,4.891994922,5.944032575,6.784328524,4.891994922,5.587805481,5.892204677,5.658846683,5.091337794,5.273483165,4.891994922,5.598472197,5.511433265,5.554321111,5.499262,5.691914684,5.499855082,4.891994922,4.891994922,5.594493975,6.076321806,4.891994922
XP_021472031.1,8.466141214,8.585082143,7.958468001,8.434585925,8.404995073,9.02977965,7.989452337,8.300184049,8.448498666,8.464044755,8.706358702,8.207290582,8.286846547,8.686147586,8.573929604,8.731403681,8.578674939,8.516432487,8.575637199,8.51112635,8.756727006,7.61517717,8.0913146,8.119139993,8.115223891,8.812954237,8.688132025,8.693498103,8.490083691,8.301637445,8.325599894,8.059181078,8.359148922,8.306755175,8.649422048,8.098266257,8.83670315,8.422889413,8.266509539,8.221634192,8.849899499,8.177988675
XP_021472402.1,9.504722442,8.793131414,9.85559165,9.303382043,9.268280046,9.903665515,9.372951333,9.171936998,10.15682529,8.813147125,9.623474758,8.596384816,9.989805206,9.645935507,10.32930671,9.34239826,8.236075606,9.616237722,9.733311281,10.37872765,9.323671895,7.384111805,8.893471313,9.528976551,8.790097521,10.07089212,8.071412098,9.717441544,10.31485697,10.27926694,10.25353797,9.14998232,9.471387533,10.05059844,10.29811126,8.353173321,10.00596063,8.469858518,9.68563306,9.651078321,9.972791087,9.253434808
XP_021473575.2,7.237204457,8.696349846,7.228361626,6.774238613,9.042713803,7.352224858,6.567174989,7.631111443,7.028467132,8.436175704,7.946196972,7.756354697,7.614910644,7.703608526,8.031156309,7.628271775,7.392936111,8.165569599,7.760983595,7.728640755,7.355510022,4.891994922,7.412822638,7.39385067,7.045798778,8.095100571,7.614585539,7.013404299,8.459947305,8.536397718,7.810573824,7.785501364,7.744020666,8.61674247,8.570108241,7.015205838,7.591916424,7.8899113,7.801187636,8.313707407,7.135803404,8.162653961
XP_021473692.1,8.34930142,8.508395396,8.407662299,8.048330899,8.781150755,7.630296234,8.923831836,8.766686552,7.499779212,8.657301623,7.776082677,8.288622511,8.564537416,7.456424608,8.223415942,8.211721617,8.766333327,8.205549229,7.922400738,8.694023042,7.367575406,6.526253255,8.370906504,7.303281954,8.181429163,8.592621973,8.117684549,8.037884317,8.872136959,8.596365605,8.474435257,7.678709571,8.321726022,8.935426681,8.671748308,7.595581433,7.930585324,8.887415847,8.642745955,8.117768118,7.836952377,9.470643167
XP_021474046.1,12.63423693,12.48080252,13.10517738,12.69917745,12.39414536,12.99197755,12.82710078,12.74360587,12.61482943,12.65488049,12.27578629,12.73442734,12.44348486,12.76538183,12.27987178,12.22483733,13.02067559,12.75790482,12.64213984,12.07956461,12.94945913,12.4819005,12.69301817,12.40740062,13.13797,12.14837174,12.85308052,13.10376916,12.13509842,12.45667343,12.31468283,12.90151567,12.48067578,11.86151823,12.36162806,12.64474014,12.7055169,12.73500602,12.39705916,12.33209672,12.91610852,12.78679761
XP_021476402.1,7.176817908,6.578908246,7.706149966,7.040942925,6.670481157,7.213042923,8.013021091,6.89434843,7.235051085,6.790059431,7.23723685,7.208520519,7.059921206,7.417167951,6.741572301,7.221301002,6.900550234,7.272140532,7.956286463,6.797928485,7.765907619,6.940075191,7.64926527,7.303281954,7.381840455,6.791501746,7.126317818,8.252169515,6.616026475,6.864868967,7.090174962,6.747827027,7.44734593,6.451583975,6.757323919,7.637846747,6.980993792,7.422078576,6.723825518,6.876901407,7.897352426,7.192411366
XP_021476820.1,10.35514086,9.1808593,10.13288039,9.603914397,8.945971241,11.32697693,8.550791396,9.226188425,8.415229534,9.618398199,10.44950537,9.581397317,9.150443932,10.35316182,8.150772741,10.10780786,10.34133656,9.087672719,9.677615753,7.95422666,9.92857702,9.377463156,9.551832918,9.32348267,9.988422375,8.633625641,9.74050915,10.32961693,9.253586823,8.077695077,8.635219027,8.809736177,9.520063548,8.396551391,9.130714285,8.012570385,10.64031253,9.534206913,8.140436371,8.743663692,9.062756387,9.374961137
XP_021476917.1,7.126447993,7.562653419,6.784450179,7.68394572,8.429157024,7.28443813,7.407870692,7.049135937,7.452725291,7.961398142,7.293553722,7.107216937,7.614910644,7.186026838,7.403031468,7.486655759,7.097665345,7.286135596,6.755342671,8.065436436,6.988093761,7.251938658,7.511232582,7.308203479,7.163744511,8.313601951,6.892372471,7.366586019,8.293603058,8.334959316,7.830993835,7.767242783,6.816384544,7.302122936,8.000845517,6.842408498,6.361355806,6.843562804,7.675720662,7.700322684,7.572580465,7.223218914
XP_021477647.1,6.049996909,7.539270628,6.500024535,5.571387078,6.015583074,5.301925604,5.508560031,6.054669567,5.516244541,7.595774761,6.421577757,6.227447936,6.049560464,6.081534332,6.585092353,6.268413651,6.520233459,6.607680516,5.669618853,6.087193147,5.96800891,4.891994922,6.062106945,6.504816483,6.831480554,6.962831996,6.584882711,5.765862972,7.020261485,7.245267797,6.334402378,6.286331661,5.81260678,6.233969853,7.053435503,6.126467298,6.056682769,6.749020249,6.77667428,6.749637906,5.661778553,6.314980591
XP_021478946.1,7.213377582,6.545444602,6.500024535,6.933377383,6.755407642,6.599157806,6.656620691,6.705381959,6.974728691,6.708948239,7.018861781,6.324089157,6.777614635,7.277429339,6.725144036,6.795931601,6.19933497,6.698828114,6.650717872,7.15398917,6.682132204,5.86807429,6.759024158,7.184786965,6.69277046,7.03478773,6.2255825,7.005592124,6.79523094,7.008509998,6.882086959,6.637451221,7.243475549,6.700117671,6.532491875,5.935766601,7.146392289,6.296659386,6.77667428,6.734661954,7.114987112,6.509557565
XP_021479128.2,8.514092164,9.723787832,9.361907049,8.90268826,9.037507159,8.419514961,8.648608541,8.864827141,9.005331715,9.502926298,9.0042593,9.220970615,9.422770371,9.108568224,9.982326086,9.118807024,8.816298645,9.5659296,9.13810629,9.997665545,8.859920674,7.812978644,9.339705062,9.163287159,8.868706291,9.987504618,9.123692239,9.435317508,10.35107427,10.65506947,9.917933882,9.380198542,8.340560864,9.480019963,9.946271806,9.321580259,8.620859916,8.427656767,10.20569319,9.3778799,9.360216413,9.144093297
XP_021479195.1,8.244952629,7.171326706,6.121089298,7.543544211,6.293645639,7.659937519,9.005592731,8.300184049,7.919294372,6.880916688,7.661644352,6.828179178,7.331752485,7.880439135,6.725144036,6.834146032,6.153526843,7.091615732,8.262620749,6.851517409,8.363975617,4.891994922,7.412822638,8.054833888,7.362529043,6.127423277,7.456637423,7.890853961,6.901794307,6.878614954,7.158299944,7.198688933,7.836237527,7.107541797,6.592757676,7.015205838,8.582714042,6.698906062,6.827371268,7.546833418,8.467909622,6.660511801
XP_021480212.2,7.693919466,6.817736898,7.015719044,7.801623855,6.980267793,7.835958299,7.619736486,7.48471006,7.798019779,6.639968723,8.018658567,7.397157366,7.31193128,7.654248316,7.479449322,7.57551799,7.448192139,7.707672727,8.150537786,7.057055007,7.797009346,8.86699107,7.613443688,7.787786457,7.352768912,7.477084444,7.704822567,7.201698125,6.597497497,6.358446156,5.661474024,7.297222077,7.926920621,6.73177657,7.268808403,7.496728615,8.307335098,6.797184767,6.968304404,7.927641125,7.511474543,6.52731223
XP_021480223.1,7.94790202,7.615713953,7.521423964,7.476909832,7.090027217,8.568535495,7.821300258,6.948037687,7.673339262,6.774255884,7.808021378,6.412874548,7.582559409,8.443787013,7.332441975,7.509417704,5.616092913,7.115574738,7.66351159,7.045828458,8.053225367,7.105243333,7.654307572,7.370599231,7.561223226,7.023068992,7.586322033,7.529503643,7.176959575,7.008509998,7.513469996,6.415740069,7.493858532,6.747306161,7.617465302,6.326155104,7.979349475,5.574251329,6.923034426,6.929594337,8.053803902,6.92868484
XP_021480318.1,8.480696909,8.581344261,8.839087709,8.745525899,9.103761941,7.982954671,9.387879455,8.875327388,8.906577546,8.827479881,8.595076398,8.851665868,8.53160895,8.469027353,8.573929604,8.495159589,8.776887747,8.742247178,8.458044786,8.410043896,8.63096449,9.705282438,8.657217113,8.53323501,9.511758147,8.203603691,8.836784608,8.187599002,8.664726407,8.892316714,8.388383213,9.181991491,8.485687883,7.972570018,8.603693335,9.438046737,8.154094534,9.154095334,8.907567043,8.646788424,8.976954063,8.893624965
XP_021480363.2,9.902408066,10.03106257,10.12867038,10.13001451,9.383448368,9.392057954,9.234430104,9.837398991,9.740830125,10.35000314,9.119069556,10.07107921,10.28451439,9.595551234,10.19679201,9.808182489,9.84787646,9.515231909,9.856436567,10.44925633,9.53672792,9.972100126,9.743623048,9.524896679,10.02457692,10.41835897,9.946563078,9.827604996,10.11944906,10.30212864,10.18206244,9.904227508,9.549837446,9.672727949,10.32639677,9.507869448,9.651582059,10.17732032,10.23217421,9.940602089,9.353855779,10.24905834
XP_021481081.1,8.914393243,10.01185202,10.37778237,9.042246237,9.047901605,8.402334821,10.05730008,9.645824056,9.551622037,10.33008477,9.813372423,10.51952122,9.229283199,8.499960784,9.386305663,9.209753003,9.480553278,8.71746189,9.738657373,10.56587538,8.266734254,8.822507515,9.231403385,8.622236015,10.42693549,9.748355784,8.953472329,8.736802535,9.97460528,10.2033167,10.18888554,10.42833595,8.840325924,10.12796038,8.730645115,9.733351672,9.673255812,10.07086644,10.63409593,9.683877431,9.101274208,9.972595974
XP_036791395.1,5.646551158,6.010731989,6.078778074,5.73514657,6.547120452,4.891994922,5.783393771,6.121312722,6.022878725,6.190258243,5.662554351,5.701488382,5.554250849,5.499263226,6.360587121,6.029270579,5.585858821,6.092541438,5.7467491,6.185069894,5.768817653,4.891994922,5.964787296,5.548156281,5.610236653,6.224005362,5.662132416,5.765862972,5.851563025,6.459391068,6.267347507,5.452578221,6.086348481,6.049679126,5.709346921,6.216739249,5.342425786,5.989844154,6.345874472,5.487364267,5.339919356,6.050485232
XP_036791592.1,6.59313227,5.531297677,6.274660667,6.554149548,6.834886398,4.891994922,7.704882331,6.692559873,7.891691828,5.513136855,7.030127144,6.24417413,6.582173055,7.494581776,5.512964133,6.384014401,6.531354017,7.05068469,7.735072575,5.785804215,7.918941883,4.891994922,6.934337291,7.135386625,6.165640252,5.832689052,6.2255825,7.436380202,5.289737066,6.068972244,5.869234466,6.885145181,7.03534398,5.27661604,6.008426903,7.193579124,6.992698139,4.891994922,5.754464952,6.779057802,7.879505014,5.901715655
XP_036793026.1,5.389153846,8.24039621,4.891994922,4.891994922,7.338843341,4.891994922,5.94456215,7.491715135,5.628372936,8.323973741,7.661644352,6.398558595,6.303764192,5.744690424,6.639527821,5.760933689,6.725048765,5.210350114,4.891994922,8.579702862,5.96800891,4.891994922,4.891994922,5.692269896,5.931642688,5.962172122,6.908304633,5.106994995,5.703807716,9.174498007,7.993478563,7.092260899,5.203493209,9.229565305,5.447023777,5.833829134,6.290422183,8.195486419,7.2475863,6.967737678,6.711935416,6.579021898
XP_036793266.1,7.294977235,6.578908246,6.200714557,6.933377383,7.54877931,7.694687714,6.729808254,6.916095333,7.041561225,6.314888054,7.604330003,6.157723441,7.882977202,7.494581776,8.005962931,7.149555461,5.885283461,7.139105396,7.612072905,7.755586975,6.955699421,4.891994922,6.968355265,6.883210956,6.026236952,8.49074039,5.892204677,7.571225881,7.880370726,6.892213747,8.130929661,6.225782029,7.650349415,7.250860107,8.313874144,6.632129085,8.400301966,7.803700151,7.173641301,7.721943075,7.186452905,7.038312104
XP_036796661.1,5.78962755,5.858386513,5.832703259,5.940799412,6.670481157,4.891994922,5.426958674,5.61579471,6.054019796,5.84432842,5.741707493,5.759837897,5.742136288,5.454800368,6.07815933,5.331361401,5.554136053,5.832268935,5.669618853,6.31646294,5.631927344,4.891994922,5.426680868,5.357952576,5.557918564,6.048358003,5.762393467,5.263701702,6.130998603,6.850972192,6.568505842,6.286331661,5.331672703,5.699726798,6.501160582,5.579295741,5.442554273,5.767517447,5.754464952,5.876130344,5.968448643,6.336032093
XP_036796665.1,6.65050922,5.531297677,4.891994922,6.36095529,4.891994922,6.025943136,6.167912758,5.877929872,6.798509853,5.374600787,5.703196444,5.530161245,6.634059308,6.435838685,5.84406888,6.976430053,5.406667182,5.75279105,6.514111485,5.474258008,6.651143897,4.891994922,6.043428292,7.574911629,5.825752054,5.720307768,5.8511543,6.477861653,5.748947808,5.162139596,6.098771409,5.753082077,6.642241343,5.958632254,6.366532994,5.442131656,6.258542969,4.891994922,5.599617489,6.086410219,6.982622302,5.157681819
XP_036798755.1,7.54234621,7.201944009,7.585792346,7.731188874,6.957155647,6.264474128,6.457734401,5.957913125,6.196439858,7.070726981,8.050881948,6.10211052,7.722517014,8.18620717,6.048131696,7.428032074,5.616092913,5.992927473,8.073971547,7.263563076,8.012389131,4.891994922,5.98507953,8.085955445,6.216406893,6.762947223,6.843341052,7.655893865,6.213066981,6.850972192,7.045729388,6.92014314,5.677950971,6.946650369,6.770091084,5.101006321,6.998510837,6.112532217,7.478390415,5.543282656,6.795392774,8.43316516
XP_036799563.1,6.447332758,5.154766474,4.891994922,5.985362987,6.514169691,4.891994922,5.94456215,6.779632777,5.678031115,5.763892982,6.241905547,5.935994252,6.132693826,6.558699927,5.448251997,6.268413651,6.10555244,5.694890799,6.35932576,5.153802412,6.314178064,5.86807429,5.702714206,6.356707157,6.333573834,4.891994922,6.10557937,6.159809256,5.236720958,5.273483165,5.626435329,6.324882033,6.139592153,5.164364584,4.891994922,6.52797982,6.069752313,5.885863452,5.599617489,5.354462837,6.63777954,5.157681819
XP_036799753.1,8.441545748,8.089923491,8.748354164,8.393294844,8.12776428,8.949609856,8.579803627,8.557358824,8.815109254,8.504850617,8.342457401,8.728459125,8.281891029,8.678068732,8.421348662,8.791646883,8.678968064,8.754480435,8.618221319,8.207705388,8.736520658,8.952013805,8.50896481,8.785137644,8.549591184,8.111121302,8.394393371,8.54228833,8.120067114,8.077695077,8.244886388,8.553526684,8.410530634,8.485315825,8.742740924,8.369739257,8.593717392,8.510844318,8.444412245,8.364400878,8.769152187,8.354598933
XP_036800788.1,11.29084816,9.929417536,10.41800423,10.293237,9.596409566,11.08394529,10.11757618,10.61877374,9.682470407,9.96544271,11.21128821,10.15010906,9.926653296,10.59368714,9.497715729,10.24783465,10.36172907,10.97351162,10.19568642,9.131352141,10.52726812,9.799823953,10.45631877,10.44218137,10.11258199,9.801424483,10.32784275,10.37196964,10.50562676,9.646911387,9.361838622,9.882166737,11.17809427,10.13751499,9.897258635,10.73407485,9.880456014,9.607041209,9.926390554,10.70679922,10.52975326,9.56998335
XP_036800807.1,10.39640368,10.65159759,10.78052606,10.35696327,10.89589262,10.01450692,11.07744285,10.88066383,10.61115857,10.6986214,10.43450636,10.87756834,10.48806169,10.46096912,10.47124947,10.50789084,10.94516843,10.12900095,10.20266272,10.68325967,10.69418532,11.70931179,10.6453699,10.19209573,10.84666537,10.55008244,10.96106364,10.35895839,10.44695404,10.62961477,10.41103574,10.97109662,10.62419177,10.31999693,10.52686104,10.36608713,10.18550507,10.6741401,10.63078313,10.53983849,10.45656653,10.71915251
XP_036802730.1,8.859930458,9.408070781,9.432001129,9.027853577,9.375226882,8.349511159,9.152833272,9.171936998,9.239586313,9.589339674,9.103944466,9.596629647,9.546878386,8.959105503,9.578063818,8.814157752,9.290876063,9.273882614,8.996846843,9.551584877,8.859920674,8.910133472,9.267343697,9.625480478,9.713605502,9.204655809,9.423854886,8.582871176,9.598710076,9.430027945,9.506346659,9.650519229,9.231812144,10.07779574,9.621891098,10.9073132,8.62622698,9.400754158,10.08010923,9.325681669,9.131360596,9.507201208
XP_036802946.1,6.66904436,5.628237648,5.640511435,6.433755605,5.96048031,6.264474128,6.759887902,6.779632777,6.829634203,5.763892982,6.94913099,6.063222712,6.303764192,6.571587528,6.337792734,7.025969314,6.637164884,6.928705545,6.525197975,5.785804215,6.482888789,4.891994922,6.708494345,6.024806438,6.333573834,5.866927741,6.584882711,6.191530651,5.791580965,6.174694216,4.891994922,6.415740069,6.994435758,6.020302215,6.292618386,6.581194188,6.889642016,6.140939377,5.995030307,6.821926064,6.438402777,5.58912787
XP_036805570.1,10.39385908,10.21267425,9.895796248,10.26028498,9.92659925,10.33712854,9.930646578,10.27202377,9.913111848,10.44566388,10.76616433,10.56242242,10.06611209,9.949808101,9.366867838,10.45036651,10.04432126,10.21614959,10.1761287,9.429493791,10.26544206,10.10759572,10.35084142,10.05253438,10.08859148,9.31839203,10.57621827,10.05267028,10.06309372,9.171881818,9.046249596,10.46958498,9.925006641,9.075862702,9.988621842,10.09658698,9.756014656,9.688259053,9.626925135,9.789778807,9.835125799,9.536971887
XP_036805609.1,8.406381197,8.650740884,8.669048975,8.373824941,8.388655768,8.35309455,9.278368948,8.786304311,8.51278956,8.431477289,7.716675913,9.068216653,7.780450816,9.051471759,7.363146926,8.607882796,8.985884465,8.289042569,8.366478065,6.784165665,8.85784502,9.844863711,7.976321661,8.451329423,9.26178487,7.363559886,8.967859126,8.370197056,7.773973827,7.532445598,6.971301671,8.447971638,8.147058698,8.267176308,7.643969323,8.853756865,7.391731171,8.287720243,7.848367479,7.909008341,8.797622084,8.420368826
XP_036805857.1,5.910743713,7.074974511,6.73743747,6.107602421,7.025288378,6.316430407,6.263290873,6.242675559,7.015239888,6.866220695,6.713597828,6.427011434,6.762465648,6.040446457,7.235883492,6.942315876,6.715590001,6.546987548,6.640746149,7.034504416,6.179991002,7.812978644,6.835828782,5.830623899,5.964271368,7.390613197,6.826565406,6.428712418,7.500893755,7.605620821,7.277303493,6.824581843,6.412116216,6.390665229,7.012095422,6.202233169,6.082648278,6.343890705,6.923034426,6.573839061,6.173411973,6.766135843
XP_036805908.1,5.983001463,6.341808689,5.988160384,5.571387078,5.518154851,5.634713721,5.508560031,5.654082276,5.678031115,5.513136855,5.619421417,5.638085178,5.82069291,5.454800368,5.88151444,5.811971329,5.585858821,5.694890799,5.613150134,6.034362089,5.459672763,4.891994922,5.426680868,5.754608596,5.437307058,5.634844796,5.606184816,5.263701702,5.942950971,6.096475138,6.098771409,5.67994618,5.927987013,6.078183501,5.810863961,5.789317451,5.622701198,6.140939377,5.995030307,5.641966419,5.522962312,6.660511801
