Protein,Desert_1,Cold_Montane_1,Cool_Montane_1,Desert_2,Cold_Montane_2,Desert_3,Cool_Montane_2,Cool_Montane_3,Desert_4,Cold_Montane_3,Desert_5,Cool_Montane_4,Desert_6,Desert_7,Cold_Montane_4,Desert_8,Cool_Montane_5,Cool_Montane_6,Desert_15,Cold_Montane_5,Desert_9,Cool_Montane_7,Cool_Montane_8,Desert_10,Cool_Montane_9,Cold_Montane_6,Cool_Montane_10,Desert_11,Cold_Montane_10,Cold_Montane_7,Cold_Montane_8,Cool_Montane_11,Desert_12,Cold_Montane_9,Cold_Montane_14,Cool_Montane_12,Desert_13,Cold_Montane_11,Cold_Montane_12,Cool_Montane_13,Desert_14,Cold_Montane_13
XP_036806324.1,6.46931377,6.493392644,6.376849761,6.866202792,7.373329097,5.557740421,6.808457288,6.755374055,6.874924693,6.708948239,6.364881054,6.807899156,6.998117362,5.975277937,7.070207032,6.584817677,6.055133728,6.7419696,6.194252563,7.057055007,6.241736842,6.248350499,6.916984047,6.173145129,6.419032099,6.641622589,6.584882711,6.222307561,6.951902327,6.945204256,6.961689825,6.885145181,6.502255679,6.933404534,6.855986377,6.671380524,6.269275069,6.873559904,7.675720662,6.672865824,6.491521758,6.52731223
XP_036808923.1,5.69737637,5.751927937,6.376849761,5.791599128,7.338843341,5.129198225,5.111434743,5.820157089,5.886622636,7.393740104,5.340377774,5.398034849,5.497418854,5.291211834,6.337792734,5.203271817,5.362235245,5.780174552,5.696237329,6.034362089,5.498318626,4.891994922,5.673937068,5.916762653,5.897772487,6.413749441,5.762393467,4.891994922,5.925421228,6.011497103,5.550289088,5.452578221,5.787481116,6.132820074,5.499262,4.891994922,5.644699977,6.843562804,6.549979063,5.354462837,5.661778553,6.491528279
XP_036809238.1,8.14458386,8.460319185,8.268048512,8.422008284,7.868091348,7.366836686,7.878197529,8.075750771,8.420030209,9.14298841,7.887791338,8.881444712,8.335471497,7.475636561,8.43079156,7.775428211,8.278489256,7.875991366,7.811400336,8.6127921,7.312410928,6.940075191,8.596663135,7.474405398,8.582474759,8.592621973,8.482525621,6.941334659,8.807512597,8.631171708,8.487223755,8.362320588,7.901605761,8.751425784,8.556449446,8.806054491,7.595636239,8.474471228,8.769226689,8.400163835,7.616689636,8.22793491
XP_036810697.1,6.46931377,6.674020242,6.956678557,6.107602421,6.808950367,5.767052873,5.985627947,6.334114378,6.022878725,6.405212674,6.325413124,6.521366926,5.554250849,6.140107727,6.992261866,5.85998929,6.228784816,6.872663863,5.7467491,6.75617549,6.541675388,4.891994922,6.67714837,6.52319605,5.557918564,7.425864282,6.999950518,5.881838446,7.731389215,7.234903858,6.774999688,6.286331661,6.238372016,6.906494729,6.925231275,6.560195161,5.988504783,5.921888994,6.923034426,6.672865824,6.023924085,6.473214173
XP_036812265.1,8.043117009,7.90341289,8.313639359,8.251036345,7.151720477,8.055474805,8.304103101,8.738185686,8.230607845,8.373850119,8.957315484,8.329272325,7.557786581,7.98111833,8.139257657,7.193066258,8.290377734,8.525042204,8.160225136,7.079222822,8.676488036,7.902240741,8.283704854,8.549469102,9.046725626,7.574100898,8.098039262,7.866159924,6.972792574,7.84496888,7.393577345,9.25687958,8.784341763,7.229792299,7.757326021,8.907471261,8.245683224,7.638637122,7.675720662,8.170655749,8.552186479,7.781235596
XP_036813203.1,9.616005661,9.319216067,9.650541263,9.632682313,9.538712672,8.854650831,9.328761496,9.774467364,9.545084136,9.715715932,8.979598403,9.761721276,9.546878386,9.102558347,9.329697603,8.673445632,9.547228071,9.579700826,9.076847457,9.660621371,9.033553495,10.54958652,9.867849953,9.616882989,10.08574262,9.290791278,9.441972347,8.879818386,9.457644386,9.460335421,9.82209331,9.504644086,9.269745119,9.733427517,9.339782711,10.93288397,8.739467206,10.12288835,10.21899453,9.615626177,9.250343371,9.407568045
XP_036813232.1,8.261948325,10.64359992,9.898272147,8.124390281,9.181316662,7.374083802,9.381926803,9.600779607,8.763322047,9.997377555,8.73615499,10.66964313,8.643676875,7.698210201,10.14644974,8.438174436,9.918913369,9.530913352,8.410304128,9.329497563,8.042205299,10.37645919,9.484080164,8.508531546,9.645552734,9.868234273,9.81583028,9.646578125,9.977860999,9.645028629,9.736822294,9.554349554,7.80920815,9.682091053,9.093490748,9.210157271,8.495407491,10.11116217,9.735880049,10.05918167,9.428385939,9.617193424
XP_036813240.1,7.213377582,7.006565493,7.858819036,7.458158313,6.579174788,7.292140914,7.010601671,6.958510888,7.363696275,7.045255897,7.208162699,6.988607275,7.07193796,7.735564251,7.044740236,7.276038645,7.0178968,6.937811397,7.373249574,7.090167555,7.547334501,7.812978644,7.00149853,7.780845106,7.333034394,6.833146869,7.253831802,7.586550596,7.000130358,6.850972192,7.191088972,7.102299005,7.330045953,6.683976423,7.141934124,7.439152493,7.67853355,6.515093613,7.2475863,6.942435033,7.609435558,7.429806056
XP_036815135.1,6.573378867,8.249880264,8.051501884,7.419862544,7.248554497,6.397895226,6.985973505,7.115507423,7.689551359,8.527025044,7.489969247,7.579926292,7.654310167,7.703608526,7.577995645,6.463465082,7.699770944,8.030255417,7.138183796,8.44726657,7.254887288,7.986146759,7.544339423,7.179388151,7.342937732,8.100461074,7.139635586,6.501671264,9.264308045,8.421648193,7.635416589,7.271061089,6.514576589,8.210883294,7.763359937,7.761636215,7.088145004,7.164265153,8.333810258,8.160235569,7.2542667,7.690650087
XP_036816455.1,8.239241743,7.854197774,7.623014466,7.998085092,6.957155647,8.989109926,7.685314611,7.970966448,8.134282175,7.974464844,8.513199161,7.834437897,7.915545306,8.256939376,8.110051912,8.414725215,7.748501202,8.070260812,8.20457447,8.269184554,8.004835193,7.717603098,7.703744269,8.121870431,7.778530562,8.398443313,7.713530765,8.045212164,8.25893865,8.094525582,7.96614051,7.923550954,8.069904835,7.773576855,7.990648809,7.274492123,8.459731562,7.773736024,7.824977142,8.175837149,8.386705121,7.733194655
XP_036816991.1,8.370324167,8.551082961,8.328516162,8.602695019,8.346965516,7.835958299,8.490931704,8.473231722,8.561342728,8.632998357,8.182578311,8.677086389,8.400862593,7.989922306,8.556804678,7.941930559,8.506818468,8.666562398,8.338383444,8.557208807,7.958637621,9.180448015,8.629781878,8.389473414,8.661511369,8.345452455,8.399731687,7.966294988,8.766532564,8.668874577,8.467997642,8.557030561,7.910095026,8.48961189,8.453299724,9.679382207,7.789418343,8.287720243,8.896536014,8.341582695,8.085177129,8.232833861
XP_036817795.1,8.322577256,8.516252554,7.919455653,8.211291084,8.304013122,7.935650468,7.695133036,8.164681895,8.51278956,8.83459276,8.045562396,8.22177526,8.044623621,7.698210201,8.373169217,8.014380387,8.002499209,8.386933783,7.914757933,8.341361747,7.814474625,8.464991149,8.355722764,8.159551865,8.339360027,8.436928117,8.657340505,7.793723222,8.535236115,8.399343415,8.657986976,8.481575603,8.510805507,8.277175166,8.377536657,9.184004321,8.126434571,9.131007198,8.929377363,8.391307174,7.631084255,8.458417393
XP_036818593.1,9.546609212,9.371892957,9.000316136,9.02991854,8.710819785,10.04341249,8.871585465,9.091015694,9.615416744,9.263638762,9.192391832,8.679699397,9.388850115,9.654163966,9.797064082,9.213138402,8.546910812,9.181085058,9.593945409,9.737296885,9.405363263,9.466685944,8.865987612,9.298591878,8.855341784,9.741582476,8.621316975,9.745505019,9.465790724,9.451741149,9.955010123,8.700090043,9.231812144,9.864189711,9.413311245,8.493226543,9.941007501,9.20195787,9.364722074,9.53999818,9.753797496,8.788363916
XP_036820121.1,9.970619902,9.753843983,9.534311631,9.449213391,9.32488486,10.41573718,9.177115301,9.693944487,9.80240549,9.525021289,9.704135252,8.934844578,9.876995363,9.839928295,9.859188833,9.637499776,9.116090798,9.649260243,9.814530146,9.962622615,9.84747497,8.279207937,9.260875652,9.685179949,9.140509467,9.877530387,9.225897296,9.972335815,9.583821046,9.56762339,10.00779169,9.415220638,10.02853071,9.557380119,9.527490641,8.939126756,10.3739856,9.346706166,9.340549978,9.511849517,9.937819989,9.125903426
XP_036820770.1,8.119893728,9.105038435,8.220940973,7.941543268,9.875107998,8.290910352,7.798783333,7.058826094,8.624993565,9.287115722,7.905570363,8.967235767,9.20087579,8.011693722,9.013658866,8.879639813,8.090428272,8.487351473,7.918584551,9.090299016,7.499124909,9.144813901,8.481287051,7.578943673,7.92175635,9.056730936,8.867820135,7.61669728,9.589156266,8.482301662,8.913277767,8.570960543,8.299431105,9.299437732,9.146700705,7.651652168,8.620859916,8.703685525,8.444412245,9.119767083,7.572580465,9.112767988
XP_036823462.1,8.928573404,8.456238528,8.874837697,8.835748358,8.046424665,9.080121809,8.984110831,8.877940456,9.346290272,8.287986392,8.934680447,8.912836163,8.900195692,9.436041057,8.358390768,8.796177496,9.432103323,9.002164926,9.559307145,8.491476287,9.454158448,8.680096453,8.82044465,9.436431145,8.747301978,8.825859936,8.675016902,9.587013796,8.234433212,8.62351009,8.524913936,8.59841862,8.632692748,8.689405193,8.500465672,8.616113312,9.191195622,8.753773117,8.45953252,8.715638633,9.771388928,9.464458752
XP_036824218.1,5.465132952,6.595292813,5.640511435,6.375898377,6.782466363,4.891994922,5.965326421,6.183781596,6.196439858,6.468489025,6.174653271,6.339389314,6.546282898,5.579153213,6.404820695,6.067146559,6.072231203,6.26608308,6.333504123,6.770249305,6.043949409,4.891994922,6.307253446,5.692269896,5.658726465,6.688539305,6.073198566,5.983950095,6.803148958,7.06886859,6.632970883,6.450121783,6.222547773,5.857384319,6.547848851,6.216739249,6.043433561,6.112532217,6.77667428,5.909328496,6.218686441,6.376965811
XP_036824607.1,6.791491196,7.578023602,8.283409034,7.731188874,8.355402101,7.416770645,8.387198398,8.402154375,7.51815616,7.941566902,7.168381537,8.73600812,7.444938193,7.856510674,8.150772741,7.149555461,8.642468269,7.676653236,7.752400191,7.554912508,8.075009944,8.680096453,8.22132036,7.443642797,8.218662652,8.111121302,7.696059286,7.6315268,7.568885497,7.851615831,7.993478563,8.514404242,7.675620828,7.399138937,8.305711601,7.83174064,7.255720451,7.613363319,7.894004309,8.221634192,7.773817859,7.538553441
XP_036825922.1,5.646551158,6.381658064,4.891994922,5.985362987,7.338843341,5.93137129,6.024943836,6.077391768,6.08418448,6.405212674,5.969510288,6.308572028,6.509264835,6.081534332,6.447383312,5.811971329,6.137788654,6.442834779,5.941310266,6.683295311,5.743382355,4.891994922,6.277704643,5.866131031,5.50078137,6.374323204,6.10557937,5.687095395,6.704632325,7.057018346,6.632970883,6.415740069,5.990566373,6.471187501,6.253684098,6.460754217,5.930103378,6.195470215,7.054345999,6.688609623,5.618687209,6.050485232
XP_036826096.1,6.902991544,5.263099929,6.528863369,6.14516813,4.891994922,6.282072472,6.405550534,6.351514769,5.848997474,5.374600787,6.439860919,5.839923862,6.209461639,6.140107727,5.763654027,6.327738446,6.001926793,6.111291327,6.223602567,5.710036393,5.906610427,4.891994922,6.247319758,6.447862251,5.931642688,5.991795181,6.521508964,5.790419518,5.791580965,5.358547425,5.550289088,5.993293089,6.451618447,5.989980788,6.311570466,6.351865025,6.236748383,5.574251329,5.995030307,6.656915751,5.878292453,5.157681819
XP_036826612.1,7.926630042,8.69289273,7.740305736,8.064688322,8.934807452,7.458156537,7.993408035,8.168984647,7.51815616,9.154385461,7.814322134,8.634614261,8.14107766,7.362994998,8.338443694,7.958356958,8.478585103,7.772591557,7.223336834,8.143430852,7.634021707,10.2649478,8.065311504,8.159551865,8.703185103,8.23313312,8.507440645,7.46443521,8.26432717,8.072039917,8.202735827,7.966696295,8.069904835,8.32613771,8.342078612,8.683742665,7.246144135,8.783745766,8.602508113,8.16545527,7.914974958,8.487322627
XP_036829820.1,8.70366249,7.681064339,8.553846945,8.159034574,8.025333581,9.203692066,8.304103101,8.514233478,8.453188479,7.507622766,8.497793172,8.081760179,8.960047334,8.42132809,8.333412796,8.946335267,8.059403086,8.355047989,8.580432068,7.971480041,8.36983743,7.902240741,8.145470637,8.67308696,8.414471118,8.290405424,7.959556945,8.62233056,8.056095802,8.306445929,8.072438919,8.245254402,8.365291229,7.883219075,8.28093807,8.632182611,8.314022608,7.861761776,8.249172669,8.005637728,8.502991624,8.237715908
XP_036830178.1,8.132292808,6.994805696,8.864714226,7.148249328,5.838906422,6.6759179,7.665466232,8.441685875,7.60651865,6.29109806,7.536863985,8.132552636,8.236493314,7.714342482,6.691614474,7.84796881,7.644578924,7.53933177,7.144931906,6.915459752,7.531452431,4.891994922,7.488707885,7.679837146,7.186118762,7.135781685,7.456637423,7.074268599,6.251787952,6.718443478,6.38213104,7.761102914,7.355599586,7.361164586,6.744423993,8.293619992,7.347901712,5.808896966,6.418048363,7.419285063,7.263679136,7.171468954
XP_036830713.1,9.798441012,8.508395396,9.347468398,9.695056388,9.227742726,10.3099431,9.073727475,8.717891336,9.604978843,8.303521549,9.585919599,9.143796665,9.377363082,9.59697489,9.101638989,9.794707064,8.742835556,8.996004518,9.5508197,8.979399797,9.769258471,6.526253255,9.015824305,9.445094903,8.77951815,9.006659682,8.747792082,9.860819981,8.83479505,8.73076912,8.936701929,8.648519525,8.913110801,9.0672983,8.855602654,8.7504157,10.30296951,8.483652024,8.929377363,8.910464391,9.424345231,8.562943796
XP_036831535.1,7.597766723,6.970960434,6.976659992,7.561168428,8.067204198,6.152223804,6.709339978,7.21348843,6.782652701,7.686635581,6.527151724,7.178167436,7.787525644,7.349106034,7.542975037,7.119732063,7.032767659,7.025495727,6.480204363,8.027506054,6.458514047,8.629285643,7.253735393,6.776958186,7.323057764,7.417136957,7.381340992,6.441199098,7.750907852,7.824835868,7.747452661,7.040882964,7.143506853,8.021182423,7.604019728,7.925072817,6.361355806,7.210830432,8.366299551,7.419285063,6.19629647,7.358291656
XP_036832577.1,8.49510521,8.423164716,10.24408269,8.81911016,7.54877931,8.206159232,9.365428709,9.733330758,9.774742788,8.09885363,8.289650112,9.188402848,9.716835135,8.667225312,7.980309442,9.006161654,10.14838882,9.211508742,9.705186878,8.865294659,9.664215127,10.98106677,9.841035292,9.172454184,10.11816923,8.14781,9.3653803,10.03550438,7.448793144,8.646372602,8.263638384,9.261165439,9.464297312,8.800554733,8.891327548,10.02745166,10.28507692,8.510844318,8.366299551,9.26911293,8.642269529,8.147150883
XP_036833872.1,6.840487846,7.251457755,7.034816181,6.488812572,6.957155647,6.68825158,6.62385459,6.826780057,7.015239888,7.423116609,6.608383886,7.316566254,6.61701217,6.421342221,6.850870827,6.17272349,7.111660698,6.919534496,6.3720142,7.15398917,6.314178064,8.211446329,6.739059671,6.862664449,7.229767656,6.999309512,7.099271404,6.191530651,7.188726385,7.057018346,6.892312871,7.658978894,6.685491233,7.142018339,6.782728535,7.642463911,6.926967614,6.68173625,6.923034426,6.942435033,6.622388343,6.953864143
XP_036833989.1,6.081808214,5.415389745,6.584501182,6.988278482,4.891994922,6.663458077,6.278381549,6.142566648,5.809601295,5.374600787,5.662554351,6.354479702,7.370541818,7.178119046,5.804862356,7.164218409,6.10555244,5.562644498,6.773446574,6.006809831,6.640636019,4.891994922,5.730406407,6.724103281,7.302879941,6.354075932,6.00498769,6.323488078,5.604058105,5.693274739,5.6948499,5.717410966,6.343034352,6.348137365,5.672230415,5.665432517,6.144715081,5.921888994,6.418048363,5.876130344,7.156296406,5.636252861
XP_036835315.1,10.59000249,10.77305713,9.653476637,9.45842888,10.45469498,9.968872192,8.995868135,9.981232169,9.954787563,11.08094734,9.486533116,9.610338626,10.39557521,10.58726202,10.56151107,9.974761876,8.989514618,9.951981047,10.05371332,10.32346963,9.225849093,9.495237251,9.489619428,10.21630931,11.06767502,11.11422305,9.597818357,9.866963374,11.15203826,11.56093193,10.12729746,9.271824454,10.22319203,9.852630345,10.72499231,10.82825774,10.78177035,9.885364447,10.56287664,9.667571332,9.570428386,10.43953698
XP_036835711.1,9.759411927,8.689427225,9.472473338,8.992286212,8.421148598,9.973501286,8.442888193,8.630599943,9.144659024,9.105310008,9.738763538,9.007240465,9.674315823,9.148003213,8.590851212,9.469493574,9.265677723,9.400394416,9.528762019,9.271036469,9.29179896,6.940075191,8.634809501,9.357161692,8.348969147,8.783483405,8.648419527,8.933639766,8.875643031,8.975764806,9.065491115,8.608580578,10.27672633,9.28720726,8.507585199,8.319449684,9.429076876,7.931100852,8.616047243,9.683877431,9.362330383,8.523644158
XP_036836535.1,9.040494273,7.181611144,8.138763398,8.968792501,7.677299358,9.175796249,7.886748791,8.014781084,9.039901486,6.405212674,8.092729751,6.877496149,9.089744734,8.779689227,9.11043974,7.974593145,6.940867331,8.32242928,9.652908306,9.385672302,8.343266494,5.86807429,7.80667279,8.618396186,7.483404487,9.253145266,6.383331195,8.695810315,9.320602156,8.892316714,9.37045042,7.923550954,9.289145476,8.864639803,8.70304917,8.094936732,9.109492634,7.679758294,8.972026138,8.624337658,8.743360619,7.253330531
XP_036836789.1,16.10729244,15.87319071,16.31764736,16.13892917,15.13171069,16.1522724,16.59461403,16.57058457,15.93693833,15.8637624,16.28371451,15.96404335,16.0846081,16.53783294,16.04012117,16.21892262,16.26018109,16.15572777,16.26711749,15.95989654,16.5890676,15.87240374,16.2951448,16.22081543,16.41082239,15.75354384,16.07612948,16.32642455,15.49146943,15.93115204,15.85331591,16.49733732,15.7372556,15.64993103,15.73401478,16.17980395,16.10999035,16.07148919,15.9041186,16.07787946,16.59748521,15.8812894
XP_036837128.1,5.591690169,7.280308556,4.891994922,5.869471452,6.980267793,5.796812058,5.85625707,5.724942578,5.957312606,6.360969428,5.813399422,5.889294937,5.989867678,5.615581512,7.756160749,5.647289127,5.86424851,6.3130016,6.35932576,6.230703678,5.927549689,4.891994922,5.545014133,5.866131031,5.610236653,5.991795181,5.807990173,5.263701702,6.313351779,6.670914227,6.645458612,6.019199034,6.122158677,5.554321111,6.213269324,5.187324321,6.069752313,6.646653147,5.995030307,6.086410219,6.076321806,5.636252861
XP_036840850.1,9.684293571,10.91195604,9.425143572,10.28636207,10.47979609,9.040874965,10.46411514,10.51303502,10.02219687,10.79165788,10.07698554,10.95580282,10.61653545,9.964212636,10.66742419,9.637499776,10.70053572,8.846468732,9.631223188,10.69098393,9.425080559,11.35223007,10.16623787,9.971727189,10.17823987,10.64833278,10.90627986,9.101449258,11.85121929,10.80745753,11.34658818,10.031187,9.631839902,11.07012702,10.78589993,9.755428878,9.285499916,10.49968298,10.91302411,10.68448477,9.466216542,10.67258872
XP_036840951.1,6.081808214,6.401061206,6.343832816,6.876018939,5.696268366,5.515421073,6.77954323,6.41851601,5.957312606,6.725601763,6.284468657,7.014948791,5.857283836,6.435838685,6.07815933,5.706301969,6.789308998,6.7097562,6.468677708,6.161475097,6.163961697,7.717603098,6.959934746,6.724103281,6.112215673,5.48166528,7.057627251,6.075849078,5.907537894,5.981390861,5.626435329,6.680019113,6.2064811,6.105878533,6.008426903,6.891898471,5.959773776,5.515756933,6.26864297,6.465784323,5.909379319,6.836425845
XP_036843856.1,5.531750117,5.891031074,5.640511435,5.607419756,6.409292342,5.825506359,5.879191397,5.905407306,5.516244541,6.725601763,5.84698444,5.731226314,6.020186274,4.891994922,6.62165557,4.891994922,5.905816842,5.724399128,4.891994922,7.111786971,5.372645382,4.891994922,5.702714206,5.429267962,5.50078137,5.759585689,5.606184816,4.891994922,6.469420755,5.849754172,6.013647147,6.019199034,4.891994922,6.716049016,5.778469818,5.253384368,5.442554273,5.172684695,6.094814989,6.002074103,5.408530082,5.538294404
XP_036844456.1,11.41458578,10.26807212,10.3936553,11.23274011,10.42318891,11.1508205,10.30123727,10.95281502,11.20624131,10.74353942,11.45811265,10.66767982,11.36220874,10.78673661,10.52804876,11.19157917,10.65454693,10.99111444,10.42241577,10.12735815,11.22324452,11.47180076,10.84574753,11.30512592,11.70652024,9.921634454,11.1900557,10.58186929,10.33149012,10.41129429,10.34013951,11.9170158,10.96492362,10.46036245,10.58152097,11.04115699,10.89075909,10.7507406,10.63078313,10.56448794,11.66972407,11.03330185
XP_036844665.1,6.612564007,7.211995,7.682902613,6.697702364,7.93765187,6.759758839,7.738474746,7.899967063,7.141848091,7.363712785,7.851540084,7.917353693,7.331752485,7.240102621,7.322049676,7.073690103,8.169971142,7.199880193,7.553676619,6.864566099,7.44348544,7.61517717,7.815662908,7.759810726,7.428948265,7.178295106,7.845913033,7.508156419,6.951902327,7.373183536,7.37957904,8.159918772,7.476601606,7.010910364,7.392603053,7.727381645,7.060790133,7.210830432,7.537721988,7.428169724,6.558765558,7.704977228
XP_036845872.1,6.612564007,8.610976468,8.005755032,7.464437514,8.521897599,7.498322438,6.507646715,7.910332894,7.403987475,7.710413152,6.849838925,7.090917627,7.549428661,6.825115058,8.373169217,7.009665707,7.409750241,7.946656643,7.588041729,8.202863676,7.361556177,8.343875521,7.436625657,6.910099803,7.020879055,7.994947472,7.336358309,7.028889038,8.311923085,8.920676494,7.905013312,8.141277291,6.806790673,7.773576855,8.453299724,7.250113881,7.51532313,7.320594495,8.159150214,7.040801993,7.487838109,7.455681861
XP_036845925.1,11.01108768,11.2138795,11.47650736,10.86698219,10.71260876,10.54259342,11.11419725,11.26569165,11.0405244,11.07048426,11.28056375,11.20036706,11.06982404,9.893023002,11.03246184,11.51396827,11.17744284,11.28983207,10.12644805,11.34999136,10.3495429,10.79866626,11.10688549,10.61793171,11.45785079,10.96608542,11.1614921,10.30570591,11.09100075,11.24872545,11.3474592,11.07374124,10.81326212,11.04787238,11.15423754,11.19008545,10.58152494,11.09889478,11.28791811,11.41638478,10.4771635,10.85753471
XP_036846301.1,6.962574071,7.270760507,7.178324866,7.023624318,7.303452636,5.634713721,6.519796462,6.905268215,6.750319662,7.38380481,6.996033484,7.147103382,7.34155481,6.704898657,7.311576554,6.889380286,7.281294911,7.05068469,6.80011837,6.877481747,6.300074238,7.251938658,7.306715913,6.739436379,6.831480554,7.589623592,7.277933037,6.075849078,7.811586922,7.87789164,7.098885921,6.896918242,7.323581159,7.700386347,7.277425327,7.969503714,6.654224562,7.507350981,8.022615068,7.988019524,6.023924085,7.233331771